Date,Heure,Consommation
2017-01-12,19:00,38111.89
2017-01-12,20:00,37184.26
2017-01-12,21:00,36034.13
2017-01-12,22:00,35350.02
2017-01-12,23:00,34046.66
2017-01-13,00:00,31553.29
2017-01-13,01:00,29451.44
2017-01-13,02:00,28379.63
2017-01-13,03:00,27809.37
2017-01-13,04:00,27529.06
2017-01-13,05:00,27740.55
2017-01-13,06:00,29119.87
2017-01-13,07:00,31759.04
2017-01-13,08:00,35872.85
2017-01-13,09:00,39153.21
2017-01-13,10:00,40301.07
2017-01-13,11:00,40602.24
2017-01-13,12:00,39020.55
2017-01-13,13:00,37328.69
2017-01-13,14:00,38211.54
2017-01-13,15:00,37987.49
2017-01-13,16:00,37965.38
2017-01-13,17:00,38252.25
2017-01-13,18:00,38610.01
2017-01-13,19:00,37609.72
2017-01-13,20:00,36542.66
2017-01-13,21:00,35483.63
2017-01-13,22:00,34965.6
2017-01-13,23:00,33967.43
2017-01-14,00:00,31732.74
2017-01-14,01:00,29621.36
2017-01-14,02:00,28370.56
2017-01-14,03:00,27607.34
2017-01-14,04:00,27285.72
2017-01-14,05:00,27349.42
2017-01-14,06:00,27870.19
2017-01-14,07:00,29282.35
2017-01-14,08:00,32445.52
2017-01-14,09:00,35613.23
2017-01-14,10:00,37225.22
2017-01-14,11:00,38067.19
2017-01-14,12:00,37229.61
2017-01-14,13:00,37093.81
2017-01-14,14:00,36417.04
2017-01-14,15:00,35427.67
2017-01-14,16:00,34836.89
2017-01-14,17:00,35399.84
2017-01-14,18:00,36575.7
2017-01-14,19:00,35929.7
2017-01-14,20:00,34664.93
2017-01-14,21:00,33964.23
2017-01-14,22:00,33441.58
2017-01-14,23:00,32300.88
2017-01-15,00:00,30293.05
2017-01-15,01:00,28234.48
2017-01-15,02:00,26789.9
2017-01-15,03:00,25927.57
2017-01-15,04:00,25634.9
2017-01-15,05:00,25576.25
2017-01-15,06:00,25630.81
2017-01-15,07:00,26090.53
2017-01-15,08:00,26122.7
2017-01-15,09:00,28006.04
2017-01-15,10:00,29895.8
2017-01-15,11:00,31076.74
2017-01-15,12:00,31387.89
2017-01-15,13:00,31693.55
2017-01-15,14:00,31660.36
2017-01-15,15:00,31353.22
2017-01-15,16:00,31535.15
2017-01-15,17:00,32399.99
2017-01-15,18:00,33917.8
2017-01-15,19:00,33987.35
2017-01-15,20:00,33302.66
2017-01-15,21:00,32430.1
2017-01-15,22:00,32267.72
2017-01-15,23:00,30643.11
2017-01-16,00:00,28832.67
2017-01-16,01:00,27079.14
2017-01-16,02:00,25963.26
2017-01-16,03:00,25445.65
2017-01-16,04:00,25266.85
2017-01-16,05:00,25571.78
2017-01-16,06:00,27058.58
2017-01-16,07:00,30023.65
2017-01-16,08:00,35322.34
2017-01-16,09:00,38672.82
2017-01-16,10:00,40132.54
2017-01-16,11:00,40623.73
2017-01-16,12:00,39348.14
2017-01-16,13:00,40105.39
2017-01-16,14:00,40273.34
2017-01-16,15:00,39836.26
2017-01-16,16:00,39835.3
2017-01-16,17:00,39637.54
2017-01-16,18:00,38795.42
2017-01-16,19:00,37488.77
2017-01-16,20:00,35790.04
2017-01-16,21:00,35328.21
2017-01-16,22:00,34677.01
2017-01-16,23:00,33538.52
2017-01-17,00:00,31162.62
2017-01-17,01:00,29133.34
2017-01-17,02:00,27928.22
2017-01-17,03:00,27274.33
2017-01-17,04:00,27219.42
2017-01-17,05:00,27650.46
2017-01-17,06:00,28387.11
2017-01-17,07:00,31098.29
2017-01-17,08:00,35535.07
2017-01-17,09:00,38467.71
2017-01-17,10:00,39604.63
2017-01-17,11:00,39944.64
2017-01-17,12:00,38664.77
2017-01-17,13:00,39054.35
2017-01-17,14:00,39213.78
2017-01-17,15:00,38829.79
2017-01-17,16:00,38825.4
2017-01-17,17:00,38874.9
2017-01-17,18:00,38596.03
2017-01-17,19:00,37429.54
2017-01-17,20:00,36434.77
2017-01-17,21:00,35606.54
2017-01-17,22:00,34848.95
2017-01-17,23:00,33298.59
2017-01-18,00:00,30968.78
2017-01-18,01:00,29563.6
2017-01-18,02:00,28007.34
2017-01-18,03:00,27332.42
2017-01-18,04:00,27216.16
2017-01-18,05:00,27529.32
2017-01-18,06:00,28466.23
2017-01-18,07:00,31109.97
2017-01-18,08:00,35567.11
2017-01-18,09:00,38618.93
2017-01-18,10:00,39312.12
2017-01-18,11:00,39393.66
2017-01-18,12:00,38042.84
2017-01-18,13:00,38165.78
2017-01-18,14:00,38262.53
2017-01-18,15:00,37944.8
2017-01-18,16:00,37966.18
2017-01-18,17:00,38306.31
2017-01-18,18:00,38161.8
2017-01-18,19:00,37315.34
2017-01-18,20:00,36373.16
2017-01-18,21:00,35454.33
2017-01-18,22:00,34749.29
2017-01-18,23:00,33666.7
2017-01-19,00:00,31292.51
2017-01-19,01:00,29355.7
2017-01-19,02:00,28035.41
2017-01-19,03:00,27421.52
2017-01-19,04:00,27282.69
2017-01-19,05:00,27544.0
2017-01-19,06:00,28631.03
2017-01-19,07:00,31094.94
2017-01-19,08:00,35730.28
2017-01-19,09:00,38444.72
2017-01-19,10:00,39483.02
2017-01-19,11:00,39899.91
2017-01-19,12:00,38121.88
2017-01-19,13:00,38580.58
2017-01-19,14:00,38872.66
2017-01-19,15:00,38488.7
2017-01-19,16:00,38418.97
2017-01-19,17:00,38699.35
2017-01-19,18:00,38537.95
2017-01-19,19:00,37658.84
2017-01-19,20:00,36532.06
2017-01-19,21:00,35717.3
2017-01-19,22:00,35099.46
2017-01-19,23:00,33451.82
2017-01-20,00:00,31640.68
2017-01-20,01:00,29586.34
2017-01-20,02:00,28251.24
2017-01-20,03:00,27850.54
2017-01-20,04:00,27496.93
2017-01-20,05:00,27761.74
2017-01-20,06:00,28943.92
2017-01-20,07:00,31811.85
2017-01-20,08:00,36142.59
2017-01-20,09:00,39197.99
2017-01-20,10:00,39981.12
2017-01-20,11:00,40387.84
2017-01-20,12:00,39103.92
2017-01-20,13:00,37562.44
2017-01-20,14:00,39037.33
2017-01-20,15:00,38848.47
2017-01-20,16:00,38741.95
2017-01-20,17:00,38592.26
2017-01-20,18:00,38550.04
2017-01-20,19:00,37380.88
2017-01-20,20:00,36199.73
2017-01-20,21:00,35214.99
2017-01-20,22:00,34813.79
2017-01-20,23:00,33858.25
2017-01-21,00:00,31389.69
2017-01-21,01:00,29501.33
2017-01-21,02:00,28169.01
2017-01-21,03:00,27461.92
2017-01-21,04:00,27001.37
2017-01-21,05:00,27343.18
2017-01-21,06:00,27866.46
2017-01-21,07:00,29051.08
2017-01-21,08:00,32243.22
2017-01-21,09:00,35543.1
2017-01-21,10:00,36891.69
2017-01-21,11:00,37695.14
2017-01-21,12:00,36701.54
2017-01-21,13:00,36576.25
2017-01-21,14:00,36024.3
2017-01-21,15:00,35089.87
2017-01-21,16:00,34794.13
2017-01-21,17:00,34951.04
2017-01-21,18:00,36275.25
2017-01-21,19:00,35566.65
2017-01-21,20:00,34929.57
2017-01-21,21:00,34114.28
2017-01-21,22:00,33481.33
2017-01-21,23:00,32327.57
2017-01-22,00:00,30391.84
2017-01-22,01:00,28191.1
2017-01-22,02:00,26849.42
2017-01-22,03:00,26080.9
2017-01-22,04:00,25689.76
2017-01-22,05:00,25547.04
2017-01-22,06:00,25674.91
2017-01-22,07:00,25971.82
2017-01-22,08:00,26067.71
2017-01-22,09:00,27833.93
2017-01-22,10:00,29428.47
2017-01-22,11:00,30689.75
2017-01-22,12:00,30618.43
2017-01-22,13:00,30849.25
2017-01-22,14:00,30592.67
2017-01-22,15:00,30142.8
2017-01-22,16:00,30334.25
2017-01-22,17:00,31239.9
2017-01-22,18:00,33120.52
2017-01-22,19:00,33336.32
2017-01-22,20:00,32745.95
2017-01-22,21:00,31929.51
2017-01-22,22:00,31800.26
2017-01-22,23:00,30845.12
2017-01-23,00:00,29098.33
2017-01-23,01:00,27224.57
2017-01-23,02:00,25970.94
2017-01-23,03:00,25465.99
2017-01-23,04:00,25467.25
2017-01-23,05:00,25747.92
2017-01-23,06:00,26604.03
2017-01-23,07:00,29268.68
2017-01-23,08:00,34782.94
2017-01-23,09:00,38612.26
2017-01-23,10:00,39709.19
2017-01-23,11:00,40185.11
2017-01-23,12:00,39096.2
2017-01-23,13:00,39305.26
2017-01-23,14:00,39491.58
2017-01-23,15:00,38731.14
2017-01-23,16:00,38456.12
2017-01-23,17:00,38614.45
2017-01-23,18:00,38748.7
2017-01-23,19:00,37865.64
2017-01-23,20:00,36564.83
2017-01-23,21:00,35811.7
2017-01-23,22:00,35343.21
2017-01-23,23:00,33679.03
2017-01-24,00:00,32326.06
2017-01-24,01:00,29743.58
2017-01-24,02:00,28588.74
2017-01-24,03:00,27829.78
2017-01-24,04:00,27786.24
2017-01-24,05:00,27744.7
2017-01-24,06:00,28719.07
2017-01-24,07:00,30923.93
2017-01-24,08:00,35390.11
2017-01-24,09:00,38732.44
2017-01-24,10:00,40030.13
2017-01-24,11:00,40919.16
2017-01-24,12:00,39611.11
2017-01-24,13:00,39938.16
2017-01-24,14:00,40286.99
2017-01-24,15:00,39907.9
2017-01-24,16:00,39517.52
2017-01-24,17:00,39414.84
2017-01-24,18:00,38989.95
2017-01-24,19:00,37981.39
2017-01-24,20:00,36843.33
2017-01-24,21:00,35827.31
2017-01-24,22:00,35173.8
2017-01-24,23:00,33486.54
2017-01-25,00:00,31829.52
2017-01-25,01:00,29820.31
2017-01-25,02:00,28562.31
2017-01-25,03:00,27936.52
2017-01-25,04:00,27720.64
2017-01-25,05:00,27814.78
2017-01-25,06:00,28712.32
2017-01-25,07:00,30738.65
2017-01-25,08:00,35391.57
2017-01-25,09:00,39260.58
2017-01-25,10:00,40551.05
2017-01-25,11:00,41255.37
2017-01-25,12:00,40473.02
2017-01-25,13:00,40927.75
2017-01-25,14:00,41117.59
2017-01-25,15:00,40570.19
2017-01-25,16:00,40366.91
2017-01-25,17:00,39829.75
2017-01-25,18:00,39128.51
2017-01-25,19:00,38093.31
2017-01-25,20:00,37136.13
2017-01-25,21:00,36083.57
2017-01-25,22:00,35500.95
2017-01-25,23:00,34192.65
2017-01-26,00:00,32224.37
2017-01-26,01:00,30275.26
2017-01-26,02:00,28788.69
2017-01-26,03:00,28135.99
2017-01-26,04:00,27880.61
2017-01-26,05:00,28204.17
2017-01-26,06:00,28926.9
2017-01-26,07:00,30797.96
2017-01-26,08:00,35505.86
2017-01-26,09:00,39019.61
2017-01-26,10:00,40607.37
2017-01-26,11:00,41682.13
2017-01-26,12:00,40772.3
2017-01-26,13:00,41311.11
2017-01-26,14:00,41574.27
2017-01-26,15:00,40825.99
2017-01-26,16:00,40868.64
2017-01-26,17:00,40390.61
2017-01-26,18:00,39556.14
2017-01-26,19:00,38630.03
2017-01-26,20:00,37391.39
2017-01-26,21:00,36326.92
2017-01-26,22:00,36024.06
2017-01-26,23:00,34708.46
2017-01-27,00:00,32379.37
2017-01-27,01:00,30497.43
2017-01-27,02:00,28971.16
2017-01-27,03:00,28150.44
2017-01-27,04:00,28045.27
2017-01-27,05:00,28175.92
2017-01-27,06:00,29101.44
2017-01-27,07:00,31004.21
2017-01-27,08:00,35593.34
2017-01-27,09:00,39426.09
2017-01-27,10:00,41050.85
2017-01-27,11:00,41956.4
2017-01-27,12:00,41238.29
2017-01-27,13:00,39873.08
2017-01-27,14:00,40983.97
2017-01-27,15:00,40537.45
2017-01-27,16:00,40310.11
2017-01-27,17:00,39948.07
2017-01-27,18:00,39484.29
2017-01-27,19:00,38512.56
2017-01-27,20:00,37094.96
2017-01-27,21:00,35820.04
2017-01-27,22:00,35416.1
2017-01-27,23:00,34431.95
2017-01-28,00:00,32416.55
2017-01-28,01:00,30165.58
2017-01-28,02:00,28825.17
2017-01-28,03:00,27896.03
2017-01-28,04:00,27532.62
2017-01-28,05:00,27905.34
2017-01-28,06:00,27974.71
2017-01-28,07:00,29033.1
2017-01-28,08:00,32175.93
2017-01-28,09:00,35750.87
2017-01-28,10:00,37641.88
2017-01-28,11:00,38459.73
2017-01-28,12:00,38152.93
2017-01-28,13:00,38093.41
2017-01-28,14:00,37622.44
2017-01-28,15:00,37086.02
2017-01-28,16:00,36248.54
2017-01-28,17:00,36114.59
2017-01-28,18:00,36996.1
2017-01-28,19:00,36617.04
2017-01-28,20:00,35441.68
2017-01-28,21:00,34759.21
2017-01-28,22:00,34281.66
2017-01-28,23:00,33244.12
2017-01-29,00:00,31078.81
2017-01-29,01:00,29138.74
2017-01-29,02:00,27561.64
2017-01-29,03:00,26490.75
2017-01-29,04:00,26064.1
2017-01-29,05:00,26057.11
2017-01-29,06:00,26155.21
2017-01-29,07:00,26255.03
2017-01-29,08:00,26532.96
2017-01-29,09:00,28230.53
2017-01-29,10:00,29696.25
2017-01-29,11:00,30982.08
2017-01-29,12:00,31287.19
2017-01-29,13:00,31423.86
2017-01-29,14:00,30841.69
2017-01-29,15:00,30785.25
2017-01-29,16:00,30873.58
2017-01-29,17:00,31415.41
2017-01-29,18:00,33396.92
2017-01-29,19:00,33809.49
2017-01-29,20:00,33030.08
2017-01-29,21:00,32428.87
2017-01-29,22:00,32456.42
2017-01-29,23:00,31408.46
2017-01-30,00:00,29925.34
2017-01-30,01:00,27965.84
2017-01-30,02:00,26603.1
2017-01-30,03:00,26003.75
2017-01-30,04:00,25688.77
2017-01-30,05:00,25956.04
2017-01-30,06:00,27040.35
2017-01-30,07:00,29530.1
2017-01-30,08:00,34952.86
2017-01-30,09:00,38899.17
2017-01-30,10:00,40206.81
2017-01-30,11:00,41844.32
2017-01-30,12:00,41097.24
2017-01-30,13:00,41367.95
2017-01-30,14:00,41265.16
2017-01-30,15:00,40919.66
2017-01-30,16:00,40506.23
2017-01-30,17:00,39882.26
2017-01-30,18:00,38839.83
2017-01-30,19:00,38121.88
2017-01-30,20:00,37135.36
2017-01-30,21:00,36094.01
2017-01-30,22:00,35722.46
2017-01-30,23:00,34342.79
2017-01-31,00:00,32318.11
2017-01-31,01:00,30406.14
2017-01-31,02:00,28901.62
2017-01-31,03:00,28266.28
2017-01-31,04:00,27972.04
2017-01-31,05:00,28182.28
2017-01-31,06:00,29069.76
2017-01-31,07:00,31071.13
2017-01-31,08:00,35793.44
2017-01-31,09:00,39415.76
2017-01-31,10:00,40928.74
2017-01-31,11:00,41656.95
2017-01-31,12:00,40633.61
2017-01-31,13:00,40646.57
2017-01-31,14:00,40518.09
2017-01-31,15:00,40042.33
2017-01-31,16:00,39835.51
2017-01-31,17:00,39356.17
2017-01-31,18:00,39389.92
2017-01-31,19:00,38621.59
2017-01-31,20:00,37603.23
2017-01-31,21:00,36672.55
2017-01-31,22:00,36286.56
2017-01-31,23:00,34945.87
2017-02-01,00:00,32784.04
2017-02-01,01:00,30560.33
2017-02-01,02:00,29299.88
2017-02-01,03:00,28483.57
2017-02-01,04:00,28070.27
2017-02-01,05:00,28228.29
2017-02-01,06:00,29107.72
2017-02-01,07:00,31174.69
2017-02-01,08:00,35800.69
2017-02-01,09:00,39355.92
2017-02-01,10:00,40832.01
2017-02-01,11:00,41653.63
2017-02-01,12:00,40425.35
2017-02-01,13:00,40589.14
2017-02-01,14:00,40597.06
2017-02-01,15:00,39862.61
2017-02-01,16:00,39085.61
2017-02-01,17:00,39045.36
2017-02-01,18:00,38941.65
2017-02-01,19:00,38335.03
2017-02-01,20:00,37327.4
2017-02-01,21:00,36183.61
2017-02-01,22:00,35410.55
2017-02-01,23:00,34493.32
2017-02-02,00:00,32490.84
2017-02-02,01:00,30614.94
2017-02-02,02:00,29176.37
2017-02-02,03:00,28309.02
2017-02-02,04:00,28056.0
2017-02-02,05:00,28484.45
2017-02-02,06:00,29302.15
2017-02-02,07:00,31203.54
2017-02-02,08:00,35908.23
2017-02-02,09:00,39478.74
2017-02-02,10:00,40735.58
2017-02-02,11:00,41155.24
2017-02-02,12:00,39790.92
2017-02-02,13:00,39623.77
2017-02-02,14:00,39502.45
2017-02-02,15:00,39102.85
2017-02-02,16:00,38657.17
2017-02-02,17:00,38318.51
2017-02-02,18:00,38623.18
2017-02-02,19:00,38283.82
2017-02-02,20:00,37275.51
2017-02-02,21:00,36240.93
2017-02-02,22:00,35994.3
2017-02-02,23:00,34822.72
2017-02-03,00:00,32212.63
2017-02-03,01:00,30076.86
2017-02-03,02:00,28871.94
2017-02-03,03:00,28156.26
2017-02-03,04:00,27921.48
2017-02-03,05:00,28009.62
2017-02-03,06:00,28935.75
2017-02-03,07:00,30851.99
2017-02-03,08:00,35449.67
2017-02-03,09:00,38936.2
2017-02-03,10:00,40085.12
2017-02-03,11:00,40513.06
2017-02-03,12:00,39375.46
2017-02-03,13:00,37753.62
2017-02-03,14:00,38785.69
2017-02-03,15:00,38333.37
2017-02-03,16:00,38161.75
2017-02-03,17:00,37628.26
2017-02-03,18:00,37723.23
2017-02-03,19:00,37212.75
2017-02-03,20:00,36312.68
2017-02-03,21:00,35363.07
2017-02-03,22:00,35146.04
2017-02-03,23:00,34196.74
2017-02-04,00:00,32323.05
2017-02-04,01:00,30017.89
2017-02-04,02:00,28583.94
2017-02-04,03:00,27641.39
2017-02-04,04:00,27433.2
2017-02-04,05:00,27723.22
2017-02-04,06:00,28109.16
2017-02-04,07:00,29100.91
2017-02-04,08:00,32168.9
2017-02-04,09:00,35360.7
2017-02-04,10:00,36946.85
2017-02-04,11:00,37940.86
2017-02-04,12:00,36959.63
2017-02-04,13:00,36881.04
2017-02-04,14:00,36157.38
2017-02-04,15:00,35555.3
2017-02-04,16:00,34869.43
2017-02-04,17:00,34698.25
2017-02-04,18:00,35592.63
2017-02-04,19:00,35539.21
2017-02-04,20:00,34690.24
2017-02-04,21:00,33705.51
2017-02-04,22:00,33313.3
2017-02-04,23:00,32196.33
2017-02-05,00:00,30362.0
2017-02-05,01:00,28444.07
2017-02-05,02:00,26852.67
2017-02-05,03:00,26053.86
2017-02-05,04:00,25592.96
2017-02-05,05:00,25575.2
2017-02-05,06:00,25476.48
2017-02-05,07:00,25566.29
2017-02-05,08:00,25579.8
2017-02-05,09:00,27258.63
2017-02-05,10:00,29285.81
2017-02-05,11:00,30617.52
2017-02-05,12:00,30844.67
2017-02-05,13:00,31363.65
2017-02-05,14:00,31230.95
2017-02-05,15:00,30990.33
2017-02-05,16:00,30916.37
2017-02-05,17:00,31311.1
2017-02-05,18:00,32848.17
2017-02-05,19:00,33496.73
2017-02-05,20:00,32966.48
2017-02-05,21:00,32218.02
2017-02-05,22:00,32100.94
2017-02-05,23:00,31033.73
2017-02-06,00:00,29131.06
2017-02-06,01:00,27135.33
2017-02-06,02:00,25920.76
2017-02-06,03:00,25479.64
2017-02-06,04:00,25347.91
2017-02-06,05:00,25727.84
2017-02-06,06:00,27120.82
2017-02-06,07:00,29936.37
2017-02-06,08:00,34565.98
2017-02-06,09:00,37932.35
2017-02-06,10:00,38871.18
2017-02-06,11:00,39357.08
2017-02-06,12:00,37790.75
2017-02-06,13:00,38170.4
2017-02-06,14:00,38232.05
2017-02-06,15:00,37641.27
2017-02-06,16:00,37349.29
2017-02-06,17:00,37001.85
2017-02-06,18:00,36746.34
2017-02-06,19:00,36427.36
2017-02-06,20:00,35480.24
2017-02-06,21:00,34535.12
2017-02-06,22:00,34134.27
2017-02-06,23:00,32767.96
2017-02-07,00:00,30798.62
2017-02-07,01:00,29120.33
2017-02-07,02:00,27762.1
2017-02-07,03:00,27356.23
2017-02-07,04:00,27134.12
2017-02-07,05:00,27440.97
2017-02-07,06:00,28664.73
2017-02-07,07:00,31089.68
2017-02-07,08:00,35053.04
2017-02-07,09:00,37364.69
2017-02-07,10:00,38005.63
2017-02-07,11:00,38398.22
2017-02-07,12:00,36501.32
2017-02-07,13:00,36705.04
2017-02-07,14:00,37041.35
2017-02-07,15:00,36413.34
2017-02-07,16:00,35961.67
2017-02-07,17:00,35949.53
2017-02-07,18:00,36303.55
2017-02-07,19:00,36288.99
2017-02-07,20:00,35264.83
2017-02-07,21:00,34530.38
2017-02-07,22:00,34315.35
2017-02-07,23:00,33127.34
2017-02-08,00:00,30971.93
2017-02-08,01:00,28970.01
2017-02-08,02:00,27897.04
2017-02-08,03:00,27426.85
2017-02-08,04:00,27242.42
2017-02-08,05:00,27562.03
2017-02-08,06:00,28793.94
2017-02-08,07:00,31031.24
2017-02-08,08:00,35039.59
2017-02-08,09:00,37658.08
2017-02-08,10:00,38500.82
2017-02-08,11:00,38826.88
2017-02-08,12:00,37139.47
2017-02-08,13:00,37278.62
2017-02-08,14:00,37395.65
2017-02-08,15:00,36819.74
2017-02-08,16:00,36762.63
2017-02-08,17:00,36423.63
2017-02-08,18:00,36783.17
2017-02-08,19:00,36611.31
2017-02-08,20:00,35794.95
2017-02-08,21:00,34874.77
2017-02-08,22:00,34618.94
2017-02-08,23:00,33286.21
2017-02-09,00:00,31021.01
2017-02-09,01:00,29143.61
2017-02-09,02:00,28043.5
2017-02-09,03:00,27461.86
2017-02-09,04:00,27344.92
2017-02-09,05:00,27605.11
2017-02-09,06:00,28643.68
2017-02-09,07:00,31302.67
2017-02-09,08:00,35485.85
2017-02-09,09:00,38305.25
2017-02-09,10:00,39058.76
2017-02-09,11:00,39371.52
2017-02-09,12:00,38123.97
2017-02-09,13:00,38323.66
2017-02-09,14:00,38528.4
2017-02-09,15:00,38100.0
2017-02-09,16:00,37843.36
2017-02-09,17:00,37395.81
2017-02-09,18:00,37225.27
2017-02-09,19:00,36933.18
2017-02-09,20:00,36067.38
2017-02-09,21:00,35160.45
2017-02-09,22:00,34600.8
2017-02-09,23:00,33523.75
2017-02-10,00:00,31270.4
2017-02-10,01:00,29496.75
2017-02-10,02:00,28429.58
2017-02-10,03:00,27752.34
2017-02-10,04:00,27527.96
2017-02-10,05:00,27867.04
2017-02-10,06:00,29141.88
2017-02-10,07:00,31449.7
2017-02-10,08:00,35624.71
2017-02-10,09:00,38231.92
2017-02-10,10:00,39092.89
2017-02-10,11:00,39469.32
2017-02-10,12:00,38003.66
2017-02-10,13:00,36364.21
2017-02-10,14:00,37627.1
2017-02-10,15:00,37555.73
2017-02-10,16:00,37281.94
2017-02-10,17:00,37128.55
2017-02-10,18:00,37157.12
2017-02-10,19:00,36813.61
2017-02-10,20:00,35942.38
2017-02-10,21:00,34885.09
2017-02-10,22:00,34547.5
2017-02-10,23:00,33765.44
2017-02-11,00:00,31669.06
2017-02-11,01:00,29771.89
2017-02-11,02:00,28388.26
2017-02-11,03:00,27646.91
2017-02-11,04:00,27351.47
2017-02-11,05:00,27463.25
2017-02-11,06:00,28005.16
2017-02-11,07:00,29189.03
2017-02-11,08:00,32381.43
2017-02-11,09:00,35465.52
2017-02-11,10:00,36915.25
2017-02-11,11:00,37589.5
2017-02-11,12:00,36451.72
2017-02-11,13:00,36316.32
2017-02-11,14:00,36046.98
2017-02-11,15:00,35302.04
2017-02-11,16:00,34780.48
2017-02-11,17:00,34763.0
2017-02-11,18:00,35753.61
2017-02-11,19:00,35908.74
2017-02-11,20:00,34963.53
2017-02-11,21:00,34128.84
2017-02-11,22:00,33675.96
2017-02-11,23:00,32416.19
2017-02-12,00:00,30431.06
2017-02-12,01:00,28493.85
2017-02-12,02:00,26897.54
2017-02-12,03:00,25990.22
2017-02-12,04:00,25667.01
2017-02-12,05:00,25594.63
2017-02-12,06:00,25909.8
2017-02-12,07:00,25834.8
2017-02-12,08:00,26309.45
2017-02-12,09:00,27957.06
2017-02-12,10:00,29733.57
2017-02-12,11:00,31196.01
2017-02-12,12:00,31451.87
2017-02-12,13:00,31784.82
2017-02-12,14:00,31522.26
2017-02-12,15:00,31208.12
2017-02-12,16:00,31151.27
2017-02-12,17:00,31597.69
2017-02-12,18:00,32507.77
2017-02-12,19:00,33498.09
2017-02-12,20:00,33676.27
2017-02-12,21:00,32831.14
2017-02-12,22:00,32473.18
2017-02-12,23:00,31241.31
2017-02-13,00:00,29395.08
2017-02-13,01:00,27563.61
2017-02-13,02:00,26055.67
2017-02-13,03:00,25807.92
2017-02-13,04:00,25690.78
2017-02-13,05:00,26064.99
2017-02-13,06:00,27453.15
2017-02-13,07:00,30294.79
2017-02-13,08:00,35868.94
2017-02-13,09:00,39213.63
2017-02-13,10:00,40342.62
2017-02-13,11:00,41126.68
2017-02-13,12:00,39392.71
2017-02-13,13:00,39762.08
2017-02-13,14:00,39942.66
2017-02-13,15:00,39484.43
2017-02-13,16:00,39366.12
2017-02-13,17:00,38954.92
2017-02-13,18:00,38705.95
2017-02-13,19:00,38588.34
2017-02-13,20:00,37541.64
2017-02-13,21:00,36356.61
2017-02-13,22:00,35740.95
2017-02-13,23:00,34349.95
2017-02-14,00:00,31842.73
2017-02-14,01:00,29988.03
2017-02-14,02:00,28361.57
2017-02-14,03:00,28250.17
2017-02-14,04:00,28166.85
2017-02-14,05:00,28392.13
2017-02-14,06:00,29709.27
2017-02-14,07:00,32157.79
2017-02-14,08:00,36964.64
2017-02-14,09:00,40189.63
2017-02-14,10:00,40840.17
2017-02-14,11:00,41434.91
2017-02-14,12:00,39764.62
2017-02-14,13:00,39965.9
2017-02-14,14:00,39982.48
2017-02-14,15:00,39437.89
2017-02-14,16:00,39363.73
2017-02-14,17:00,39079.44
2017-02-14,18:00,38815.74
2017-02-14,19:00,38796.08
2017-02-14,20:00,37608.04
2017-02-14,21:00,36795.32
2017-02-14,22:00,36404.39
2017-02-14,23:00,34967.59
2017-02-15,00:00,32499.81
2017-02-15,01:00,30415.8
2017-02-15,02:00,29056.44
2017-02-15,03:00,28399.91
2017-02-15,04:00,28463.8
2017-02-15,05:00,28686.7
2017-02-15,06:00,30045.83
2017-02-15,07:00,32483.01
2017-02-15,08:00,37410.61
2017-02-15,09:00,40470.62
2017-02-15,10:00,41613.23
2017-02-15,11:00,42174.07
2017-02-15,12:00,40426.47
2017-02-15,13:00,40862.37
2017-02-15,14:00,41108.22
2017-02-15,15:00,40497.02
2017-02-15,16:00,40214.4
2017-02-15,17:00,39761.96
2017-02-15,18:00,39351.59
2017-02-15,19:00,39237.81
2017-02-15,20:00,38248.77
2017-02-15,21:00,36962.65
2017-02-15,22:00,36666.1
2017-02-15,23:00,34943.52
2017-02-16,00:00,32374.66
2017-02-16,01:00,30376.75
2017-02-16,02:00,29109.25
2017-02-16,03:00,28513.91
2017-02-16,04:00,28401.99
2017-02-16,05:00,28720.37
2017-02-16,06:00,30115.8
2017-02-16,07:00,32382.51
2017-02-16,08:00,37195.64
2017-02-16,09:00,40346.78
2017-02-16,10:00,41191.35
2017-02-16,11:00,41901.62
2017-02-16,12:00,40416.17
2017-02-16,13:00,40544.43
2017-02-16,14:00,40668.33
2017-02-16,15:00,39964.15
2017-02-16,16:00,39742.43
2017-02-16,17:00,39290.25
2017-02-16,18:00,39143.84
2017-02-16,19:00,39016.29
2017-02-16,20:00,38367.19
2017-02-16,21:00,37153.63
2017-02-16,22:00,36700.5
2017-02-16,23:00,35096.8
2017-02-17,00:00,32387.27
2017-02-17,01:00,30424.16
2017-02-17,02:00,29208.75
2017-02-17,03:00,28411.13
2017-02-17,04:00,28130.77
2017-02-17,05:00,28800.58
2017-02-17,06:00,30207.47
2017-02-17,07:00,32469.66
2017-02-17,08:00,36721.41
2017-02-17,09:00,39716.61
2017-02-17,10:00,40425.49
2017-02-17,11:00,40682.43
2017-02-17,12:00,38881.98
2017-02-17,13:00,37152.12
2017-02-17,14:00,38053.04
2017-02-17,15:00,37840.88
2017-02-17,16:00,37436.0
2017-02-17,17:00,37401.13
2017-02-17,18:00,37590.46
2017-02-17,19:00,38145.23
2017-02-17,20:00,37294.47
2017-02-17,21:00,36314.89
2017-02-17,22:00,36034.32
2017-02-17,23:00,33878.78
2017-02-18,00:00,32667.65
2017-02-18,01:00,30514.89
2017-02-18,02:00,28930.74
2017-02-18,03:00,28126.92
2017-02-18,04:00,27953.99
